transaction_id,user_id,amount,amount_usd,currency,category,merchant,merchant_location,payment_method,transaction_date,is_fraud,fraud_type,description,day_of_week,hour,month
T00013782,U00134,9191.35,1276.58,CNY,Rent,Landlord Payment,"Shanghai, China",Bank Transfer,2024-01-27 12:16:55,0.0,,Rent purchase at Landlord Payment,Saturday,12.0,1.0
T00003228,U00163,886.86,123.17,CNY,Transportation,Parking,"Beijing, China",Bank Transfer,2024-01-27 12:48:17,0.0,,Transportation purchase at Parking,Saturday,12.0,1.0
T00003110,U00118,97.79,97.79,USD,Dining,Diner D,"Chicago, USA",Bank Transfer,2024-01-27 12:55:10,0.0,,Dining purchase at Diner D,Saturday,12.0,1.0
T00005476,U00207,887.48,123.26,CNY,Utilities,Internet Provider,"Beijing, China",Digital Wallet,2024-01-27 13:17:04,0.0,,Utilities purchase at Internet Provider,Saturday,13.0,1.0
T00012262,U00006,74.23,74.23,USD,Dining,Fast Food C,"New York, USA",Credit Card,2024-01-27 13:38:51,0.0,,Dining purchase at Fast Food C,Saturday,13.0,1.0
T00007212,U00080,224.26,224.26,USD,Travel,Travel Agency,"Los Angeles, USA",Credit Card,2024-01-27 13:45:38,0.0,,Travel purchase at Travel Agency,Saturday,13.0,1.0
T00003188,U00176,78.01,78.01,USD,Shopping,Amazon,"Los Angeles, USA",Bank Transfer,2024-01-27 13:55:02,0.0,,Shopping purchase at Amazon,Saturday,13.0,1.0
T00013052,U00087,20956102.24,1326.34,IDR,Rent,Property Management,"Jakarta, Indonesia",Credit Card,2024-01-27 14:29:27,0.0,,Rent purchase at Property Management,Saturday,14.0,1.0
T00008478,U00205,338.25,338.25,USD,Hobbies,Craft Shop,"New York, USA",Bank Transfer,2024-01-27 15:09:56,0.0,,Hobbies purchase at Craft Shop,Saturday,15.0,1.0
T00004177,U00200,1158.8,1158.8,USD,Rent,Housing Complex,"Los Angeles, USA",Bank Transfer,2024-01-27 16:34:11,0.0,,Rent purchase at Housing Complex,Saturday,16.0,1.0
T00011052,U00240,2645730.71,167.45,IDR,Hobbies,Book Store,"Bandung, Indonesia",Debit Card,2024-01-27 17:08:24,0.0,,Hobbies purchase at Book Store,Saturday,17.0,1.0
T00004546,U00190,4464.87,620.12,CNY,Investment,Crypto Exchange,"Shanghai, China",Credit Card,2024-01-27 20:14:07,0.0,,Investment purchase at Crypto Exchange,Saturday,20.0,1.0
T00002925,U00046,3787148.13,239.69,IDR,Groceries,Kroger,"Surabaya, Indonesia",Bank Transfer,2024-01-28 00:18:19,0.0,,Groceries purchase at Kroger,Sunday,0.0,1.0
T00001453,U00059,3847247.77,243.5,IDR,Insurance,Auto Insurance,"Surabaya, Indonesia",Bank Transfer,2024-01-28 02:27:07,0.0,,Insurance purchase at Auto Insurance,Sunday,2.0,1.0
T00014140,U00237,5771052.53,365.26,IDR,Investment,Mutual Fund,"Bandung, Indonesia",Debit Card,2024-01-28 04:28:55,1.0,unusual_time,Investment purchase at Mutual Fund,Sunday,4.0,1.0
T00012237,U00123,2542.18,353.08,CNY,Shopping,Target,"Beijing, China",Credit Card,2024-01-28 05:30:55,0.0,,Shopping purchase at Target,Sunday,5.0,1.0
T00002280,U00088,2113290.82,133.75,IDR,Groceries,Walmart,"Surabaya, Indonesia",Debit Card,2024-01-28 07:54:25,0.0,,Groceries purchase at Walmart,Sunday,7.0,1.0
T00010228,U00054,2444181.66,154.7,IDR,Utilities,Electric Co,"Bandung, Indonesia",Credit Card,2024-01-28 08:11:53,0.0,,Utilities purchase at Electric Co,Sunday,8.0,1.0
T00005070,U00247,5001115.14,316.53,IDR,Healthcare,Pharmacy,"Bandung, Indonesia",Debit Card,2024-01-28 09:18:51,0.0,,Healthcare purchase at Pharmacy,Sunday,9.0,1.0
T00003092,U00005,16120299.04,1020.27,IDR,Rent,Property Management,"Jakarta, Indonesia",Digital Wallet,2024-01-28 11:05:30,0.0,,Rent purchase at Property Management,Sunday,11.0,1.0
T00012700,U00170,349.14,48.49,CNY,Hobbies,Sports Store,"Guangzhou, China",Debit Card,2024-01-28 11:33:03,0.0,,Hobbies purchase at Sports Store,Sunday,11.0,1.0
T00007044,U00106,1140.98,1140.98,USD,Rent,Property Management,"Chicago, USA",Debit Card,2024-01-28 11:38:00,0.0,,Rent purchase at Property Management,Sunday,11.0,1.0
T00010771,U00179,687.52,95.49,CNY,Healthcare,Pharmacy,"Beijing, China",Digital Wallet,2024-01-28 12:33:33,0.0,,Healthcare purchase at Pharmacy,Sunday,12.0,1.0
T00014135,U00149,3651.99,507.22,CNY,Travel,Airline,"Guangzhou, China",Debit Card,2024-01-28 12:37:27,0.0,,Travel purchase at Airline,Sunday,12.0,1.0
T00005266,U00146,141.87,141.87,USD,Entertainment,Concert Hall,"New York, USA",Debit Card,2024-01-28 12:59:59,0.0,,Entertainment purchase at Concert Hall,Sunday,12.0,1.0
T00013878,U00156,4900.0,681.14,CNY,Savings,Savings Account,"Shanghai, China",Credit Card,2024-01-28 13:19:59,1.0,round_amount,Savings purchase at Savings Account,Sunday,13.0,1.0
T00014153,U00182,88.87,88.87,USD,Groceries,Trader Joes,"Chicago, USA",Digital Wallet,2024-01-28 13:26:26,0.0,,Groceries purchase at Trader Joes,Sunday,13.0,1.0
T00004729,U00241,583.69,81.07,CNY,Dining,Restaurant A,"Beijing, China",Bank Transfer,2024-01-28 13:30:14,0.0,,Dining purchase at Restaurant A,Sunday,13.0,1.0
T00004823,U00182,88.89,88.89,USD,Dining,Cafe B,"New York, USA",Digital Wallet,2024-01-28 13:39:55,0.0,,Dining purchase at Cafe B,Sunday,13.0,1.0
T00011994,U00118,118.68,118.68,USD,Entertainment,Cinema,"Los Angeles, USA",Digital Wallet,2024-01-28 14:20:00,0.0,,Entertainment purchase at Cinema,Sunday,14.0,1.0
T00013574,U00104,126.92,126.92,USD,Transportation,Uber,"Los Angeles, USA",Credit Card,2024-01-28 14:34:00,0.0,,Transportation purchase at Uber,Sunday,14.0,1.0
T00002362,U00226,72.27,72.27,USD,Travel,AirBnB,"Chicago, USA",Bank Transfer,2024-01-28 15:06:32,0.0,,Travel purchase at AirBnB,Sunday,15.0,1.0
T00010182,U00085,2037441.01,128.95,IDR,Transportation,Public Transit,"Jakarta, Indonesia",Credit Card,2024-01-28 16:18:36,0.0,,Transportation purchase at Public Transit,Sunday,16.0,1.0
T00005009,U00115,93.6,93.6,USD,Hobbies,Craft Shop,"Chicago, USA",Credit Card,2024-01-28 16:44:16,0.0,,Hobbies purchase at Craft Shop,Sunday,16.0,1.0
T00009109,U00216,723.03,723.03,USD,Savings,High Yield Savings,"New York, USA",Credit Card,2024-01-28 16:52:57,0.0,,Savings purchase at High Yield Savings,Sunday,16.0,1.0
T00004550,U00201,22704505.07,1436.99,IDR,Rent,Landlord Payment,"Bandung, Indonesia",Credit Card,2024-01-28 16:54:39,0.0,,Rent purchase at Landlord Payment,Sunday,16.0,1.0
T00004467,U00211,600.72,600.72,USD,Travel,AirBnB,"New York, USA",Credit Card,2024-01-28 17:42:54,0.0,,Travel purchase at AirBnB,Sunday,17.0,1.0
T00003204,U00044,3154492.56,199.65,IDR,Travel,Travel Agency,"Surabaya, Indonesia",Digital Wallet,2024-01-28 17:49:39,0.0,,Travel purchase at Travel Agency,Sunday,17.0,1.0
T00002680,U00123,174.07,174.07,USD,Hobbies,Music Store,"New York, USA",Debit Card,2024-01-28 18:46:21,0.0,,Hobbies purchase at Music Store,Sunday,18.0,1.0
T00007975,U00109,387.66,387.66,USD,Investment,Crypto Exchange,"Chicago, USA",Bank Transfer,2024-01-28 18:55:29,0.0,,Investment purchase at Crypto Exchange,Sunday,18.0,1.0
T00012623,U00003,2.05,2.05,USD,Savings,Savings Account,"New York, USA",Credit Card,2024-01-28 19:30:16,0.0,,Savings purchase at Savings Account,Sunday,19.0,1.0
T00010002,U00147,153.87,153.87,USD,Groceries,Safeway,"Los Angeles, USA",Credit Card,2024-01-28 19:54:50,0.0,,Groceries purchase at Safeway,Sunday,19.0,1.0
T00009218,U00107,1630.5,1630.5,USD,Rent,Landlord Payment,"Los Angeles, USA",Credit Card,2024-01-28 19:56:30,0.0,,Rent purchase at Landlord Payment,Sunday,19.0,1.0
T00013290,U00068,84.98,84.98,USD,Hobbies,Sports Store,"Los Angeles, USA",Debit Card,2024-01-28 20:02:52,0.0,,Hobbies purchase at Sports Store,Sunday,20.0,1.0
T00011768,U00138,175703.45,11.12,IDR,Entertainment,Cinema,"Bandung, Indonesia",Debit Card,2024-01-28 20:45:36,0.0,,Entertainment purchase at Cinema,Sunday,20.0,1.0
T00006764,U00130,167.55,167.55,USD,Hobbies,Music Store,"New York, USA",Bank Transfer,2024-01-28 22:02:26,0.0,,Hobbies purchase at Music Store,Sunday,22.0,1.0
T00009833,U00248,3944693.32,249.66,CNY,Hobbies,Music Store,"Shanghai, China",Credit Card,2024-01-29 02:52:26,1.0,foreign_location,Hobbies purchase at Music Store,Monday,2.0,1.0
T00014117,U00232,317.16,317.16,USD,Insurance,Auto Insurance,"New York, USA",Bank Transfer,2024-01-29 05:32:32,0.0,,Insurance purchase at Auto Insurance,Monday,5.0,1.0
T00006537,U00096,315.49,315.49,USD,Healthcare,Doctor Office,"Los Angeles, USA",Debit Card,2024-01-29 06:53:48,0.0,,Healthcare purchase at Doctor Office,Monday,6.0,1.0
T00008224,U00229,1537083.53,97.28,IDR,Transportation,Gas Station,"Jakarta, Indonesia",Credit Card,2024-01-29 07:49:22,0.0,,Transportation purchase at Gas Station,Monday,7.0,1.0
T00012889,U00052,182.15,182.15,USD,Transportation,Parking,"New York, USA",Bank Transfer,2024-01-29 09:17:00,0.0,,Transportation purchase at Parking,Monday,9.0,1.0
T00004725,U00087,5760319.17,364.58,IDR,Travel,Hotel,"Bandung, Indonesia",Debit Card,2024-01-29 11:20:44,0.0,,Travel purchase at Hotel,Monday,11.0,1.0
T00013937,U00131,3679.91,511.1,CNY,Savings,High Yield Savings,"Guangzhou, China",Digital Wallet,2024-01-29 11:29:54,0.0,,Savings purchase at High Yield Savings,Monday,11.0,1.0
T00009428,U00095,4230902.69,267.78,IDR,Hobbies,Music Store,"Surabaya, Indonesia",Digital Wallet,2024-01-29 12:29:10,0.0,,Hobbies purchase at Music Store,Monday,12.0,1.0
T00013367,U00059,118.7,118.7,USD,Healthcare,Health Clinic,"New York, USA",Debit Card,2024-01-29 12:36:06,1.0,rapid_succession,Healthcare purchase at Health Clinic,Monday,12.0,1.0
T00011513,U00109,451.71,451.71,USD,Investment,Mutual Fund,"Los Angeles, USA",Credit Card,2024-01-29 13:02:47,0.0,,Investment purchase at Mutual Fund,Monday,13.0,1.0
T00011031,U00051,5676274.74,359.26,IDR,Insurance,Insurance Corp,"Jakarta, Indonesia",Credit Card,2024-01-29 13:05:24,0.0,,Insurance purchase at Insurance Corp,Monday,13.0,1.0
T00004606,U00178,515.48,515.48,USD,Investment,Mutual Fund,"Chicago, USA",Credit Card,2024-01-29 13:08:19,0.0,,Investment purchase at Mutual Fund,Monday,13.0,1.0
T00014396,U00082,401.73,401.73,USD,Savings,High Yield Savings,"Chicago, USA",Bank Transfer,2024-01-29 14:57:34,0.0,,Savings purchase at High Yield Savings,Monday,14.0,1.0
T00014386,U00134,251.37,34.91,CNY,Healthcare,Pharmacy,"Guangzhou, China",Credit Card,2024-01-29 14:58:59,0.0,,Healthcare purchase at Pharmacy,Monday,14.0,1.0
T00013683,U00089,151.29,151.29,USD,Groceries,Walmart,"Los Angeles, USA",Credit Card,2024-01-29 15:06:53,0.0,,Groceries purchase at Walmart,Monday,15.0,1.0
T00014044,U00200,71.51,71.51,USD,Entertainment,Concert Hall,"Chicago, USA",Debit Card,2024-01-29 15:57:58,0.0,,Entertainment purchase at Concert Hall,Monday,15.0,1.0
T00006685,U00037,180.04,180.04,USD,Utilities,Internet Provider,"Chicago, USA",Debit Card,2024-01-29 18:28:30,0.0,,Utilities purchase at Internet Provider,Monday,18.0,1.0
T00007237,U00127,692.28,96.15,CNY,Emergency Fund,Emergency Savings,"Shanghai, China",Digital Wallet,2024-01-29 18:46:46,0.0,,Emergency Fund purchase at Emergency Savings,Monday,18.0,1.0
T00013049,U00205,558.29,558.29,USD,Healthcare,City Hospital,"Los Angeles, USA",Digital Wallet,2024-01-29 19:12:29,0.0,,Healthcare purchase at City Hospital,Monday,19.0,1.0
T00010134,U00211,59.6,59.6,USD,Entertainment,Concert Hall,"Chicago, USA",Digital Wallet,2024-01-29 19:44:34,0.0,,Entertainment purchase at Concert Hall,Monday,19.0,1.0
T00007869,U00136,898.92,124.85,CNY,Groceries,Kroger,"Beijing, China",Debit Card,2024-01-29 20:25:52,0.0,,Groceries purchase at Kroger,Monday,20.0,1.0
T00000601,U00153,5888.94,817.91,CNY,Investment,Stock Broker,"Guangzhou, China",Credit Card,2024-01-29 21:52:52,0.0,,Investment purchase at Stock Broker,Monday,21.0,1.0
T00008013,U00042,820.88,114.01,CNY,Utilities,Electric Co,"Beijing, China",Digital Wallet,2024-01-30 09:32:17,0.0,,Utilities purchase at Electric Co,Tuesday,9.0,1.0
T00008635,U00224,360.34,360.34,USD,Insurance,Health Insurance,"Chicago, USA",Debit Card,2024-01-30 09:59:40,0.0,,Insurance purchase at Health Insurance,Tuesday,9.0,1.0
T00008095,U00150,15527593.97,982.76,IDR,Rent,Property Management,"Jakarta, Indonesia",Debit Card,2024-01-30 11:03:20,0.0,,Rent purchase at Property Management,Tuesday,11.0,1.0
T00012666,U00062,1862651.24,117.89,IDR,Groceries,Trader Joes,"Bandung, Indonesia",Credit Card,2024-01-30 11:40:38,0.0,,Groceries purchase at Trader Joes,Tuesday,11.0,1.0
T00007872,U00243,10812606.65,684.34,IDR,Travel,AirBnB,"Jakarta, Indonesia",Bank Transfer,2024-01-30 11:53:00,0.0,,Travel purchase at AirBnB,Tuesday,11.0,1.0
T00002030,U00002,111.04,111.04,USD,Shopping,Amazon,"Chicago, USA",Bank Transfer,2024-01-30 14:27:44,0.0,,Shopping purchase at Amazon,Tuesday,14.0,1.0
T00009624,U00013,1633.38,226.86,CNY,Groceries,Trader Joes,"Guangzhou, China",Credit Card,2024-01-30 14:43:15,0.0,,Groceries purchase at Trader Joes,Tuesday,14.0,1.0
T00012183,U00005,224.98,224.98,USD,Emergency Fund,Emergency Savings,"Los Angeles, USA",Digital Wallet,2024-01-30 14:53:50,0.0,,Emergency Fund purchase at Emergency Savings,Tuesday,14.0,1.0
T00009154,U00015,1322198.12,83.68,IDR,Dining,Cafe B,"Jakarta, Indonesia",Bank Transfer,2024-01-30 16:29:15,0.0,,Dining purchase at Cafe B,Tuesday,16.0,1.0
T00011619,U00150,15207473.95,962.5,IDR,Rent,Landlord Payment,"Surabaya, Indonesia",Debit Card,2024-01-30 16:45:41,0.0,,Rent purchase at Landlord Payment,Tuesday,16.0,1.0
T00000790,U00018,18330044.14,1160.13,IDR,Rent,Property Management,"Jakarta, Indonesia",Digital Wallet,2024-01-30 17:35:53,0.0,,Rent purchase at Property Management,Tuesday,17.0,1.0
T00006072,U00010,216.91,216.91,USD,Shopping,Best Buy,"Los Angeles, USA",Bank Transfer,2024-01-30 18:11:03,0.0,,Shopping purchase at Best Buy,Tuesday,18.0,1.0
T00005127,U00223,102.65,102.65,USD,Hobbies,Music Store,"Chicago, USA",Bank Transfer,2024-01-30 19:04:02,0.0,,Hobbies purchase at Music Store,Tuesday,19.0,1.0
T00004504,U00105,3841155.8,243.11,IDR,Emergency Fund,Emergency Savings,"Surabaya, Indonesia",Bank Transfer,2024-01-30 20:23:04,0.0,,Emergency Fund purchase at Emergency Savings,Tuesday,20.0,1.0
T00013525,U00003,1055.62,146.61,CNY,Groceries,Whole Foods,"Guangzhou, China",Digital Wallet,2024-01-30 21:34:23,0.0,,Groceries purchase at Whole Foods,Tuesday,21.0,1.0
T00004157,U00118,4624507.26,292.69,IDR,Insurance,Insurance Corp,"Surabaya, Indonesia",Credit Card,2024-01-31 09:03:16,0.0,,Insurance purchase at Insurance Corp,Wednesday,9.0,1.0
T00008202,U00075,4297.54,596.88,CNY,Savings,High Yield Savings,"Shanghai, China",Credit Card,2024-01-31 09:21:55,0.0,,Savings purchase at High Yield Savings,Wednesday,9.0,1.0
T00013990,U00224,899.07,124.87,CNY,Transportation,Parking,"Guangzhou, China",Bank Transfer,2024-01-31 09:37:26,0.0,,Transportation purchase at Parking,Wednesday,9.0,1.0
T00002765,U00140,2168.49,301.18,CNY,Healthcare,Doctor Office,"Beijing, China",Digital Wallet,2024-01-31 09:40:13,0.0,,Healthcare purchase at Doctor Office,Wednesday,9.0,1.0
T00004080,U00005,84.11,84.11,USD,Entertainment,Concert Hall,"Chicago, USA",Digital Wallet,2024-01-31 10:18:04,0.0,,Entertainment purchase at Concert Hall,Wednesday,10.0,1.0
T00007806,U00117,526.54,526.54,USD,Savings,Savings Account,"New York, USA",Credit Card,2024-01-31 10:19:22,0.0,,Savings purchase at Savings Account,Wednesday,10.0,1.0
T00011870,U00228,3469930.8,219.62,IDR,Groceries,Kroger,"Surabaya, Indonesia",Bank Transfer,2024-01-31 10:50:51,0.0,,Groceries purchase at Kroger,Wednesday,10.0,1.0
T00013458,U00042,3555980.08,225.06,IDR,Insurance,Auto Insurance,"Bandung, Indonesia",Debit Card,2024-01-31 11:40:36,0.0,,Insurance purchase at Auto Insurance,Wednesday,11.0,1.0
T00008445,U00237,222.45,222.45,USD,Shopping,Best Buy,"Chicago, USA",Digital Wallet,2024-01-31 12:29:52,0.0,,Shopping purchase at Best Buy,Wednesday,12.0,1.0
T00002769,U00061,866.11,866.11,USD,Travel,Travel Agency,"New York, USA",Credit Card,2024-01-31 12:54:35,0.0,,Travel purchase at Travel Agency,Wednesday,12.0,1.0
T00006402,U00156,4745682.41,300.36,IDR,Insurance,Auto Insurance,"Bandung, Indonesia",Debit Card,2024-01-31 12:56:24,0.0,,Insurance purchase at Auto Insurance,Wednesday,12.0,1.0
T00013047,U00052,705.46,705.46,USD,Savings,High Yield Savings,"New York, USA",Credit Card,2024-01-31 13:18:46,0.0,,Savings purchase at High Yield Savings,Wednesday,13.0,1.0
T00010974,U00075,203.47,203.47,USD,Shopping,Mall Store,"Los Angeles, USA",Credit Card,2024-01-31 13:19:32,0.0,,Shopping purchase at Mall Store,Wednesday,13.0,1.0
T00005624,U00059,343.63,343.63,USD,Shopping,Mall Store,"New York, USA",Digital Wallet,2024-01-31 14:02:02,0.0,,Shopping purchase at Mall Store,Wednesday,14.0,1.0
T00013170,U00230,1219.18,1219.18,USD,Rent,Landlord Payment,"Chicago, USA",Debit Card,2024-01-31 14:11:02,0.0,,Rent purchase at Landlord Payment,Wednesday,14.0,1.0
T00007020,U00078,610.46,84.79,CNY,Entertainment,Concert Hall,"Guangzhou, China",Credit Card,2024-01-31 14:20:02,0.0,,Entertainment purchase at Concert Hall,Wednesday,14.0,1.0
T00001170,U00228,829203.79,52.48,IDR,Entertainment,Streaming Service,"Surabaya, Indonesia",Debit Card,2024-01-31 15:49:02,0.0,,Entertainment purchase at Streaming Service,Wednesday,15.0,1.0
T00012806,U00057,154.71,154.71,USD,Groceries,Walmart,"Los Angeles, USA",Bank Transfer,2024-01-31 16:32:47,0.0,,Groceries purchase at Walmart,Wednesday,16.0,1.0
T00012766,U00021,133.03,133.03,USD,Entertainment,Cinema,"Chicago, USA",Credit Card,2024-01-31 16:40:59,0.0,,Entertainment purchase at Cinema,Wednesday,16.0,1.0
T00013989,U00070,1498226.76,94.82,IDR,Transportation,Parking,"Jakarta, Indonesia",Bank Transfer,2024-01-31 16:47:20,0.0,,Transportation purchase at Parking,Wednesday,16.0,1.0
T00007854,U00238,4320628.84,273.46,IDR,Healthcare,Health Clinic,"Bandung, Indonesia",Digital Wallet,2024-01-31 18:37:23,0.0,,Healthcare purchase at Health Clinic,Wednesday,18.0,1.0
T00000934,U00172,1143.49,158.82,CNY,Emergency Fund,Emergency Savings,"Shanghai, China",Digital Wallet,2024-01-31 19:30:52,0.0,,Emergency Fund purchase at Emergency Savings,Wednesday,19.0,1.0
T00008248,U00042,280.79,280.79,USD,Insurance,Health Insurance,"Chicago, USA",Credit Card,2024-01-31 19:37:05,0.0,,Insurance purchase at Health Insurance,Wednesday,19.0,1.0
T00003618,U00164,147.09,20.43,CNY,Entertainment,Concert Hall,"Shanghai, China",Digital Wallet,2024-01-31 19:42:56,0.0,,Entertainment purchase at Concert Hall,Wednesday,19.0,1.0
T00006024,U00156,513.12,71.27,CNY,Dining,Cafe B,"Beijing, China",Digital Wallet,2024-01-31 20:43:40,0.0,,Dining purchase at Cafe B,Wednesday,20.0,1.0
T00014577,U00162,138.85,138.85,USD,Utilities,Internet Provider,"Chicago, USA",Debit Card,2024-01-31 21:01:05,0.0,,Utilities purchase at Internet Provider,Wednesday,21.0,1.0
T00011772,U00063,601982.03,38.1,IDR,Healthcare,Pharmacy,"Bandung, Indonesia",Debit Card,2024-02-01 02:01:08,0.0,,Healthcare purchase at Pharmacy,Thursday,2.0,2.0
T00002135,U00133,3662374.26,231.8,IDR,Insurance,Health Insurance,"Bandung, Indonesia",Debit Card,2024-02-01 02:45:48,1.0,unusual_time,Insurance purchase at Health Insurance,Thursday,2.0,2.0
T00002959,U00083,384.59,384.59,USD,Insurance,Insurance Corp,"New York, USA",Digital Wallet,2024-02-01 06:04:10,0.0,,Insurance purchase at Insurance Corp,Thursday,6.0,2.0
T00013096,U00120,442.38,61.44,CNY,Entertainment,Concert Hall,"Shanghai, China",Bank Transfer,2024-02-01 06:07:58,0.0,,Entertainment purchase at Concert Hall,Thursday,6.0,2.0
T00012895,U00236,57.57,57.57,USD,Dining,Cafe B,"Los Angeles, USA",Bank Transfer,2024-02-01 06:53:57,0.0,,Dining purchase at Cafe B,Thursday,6.0,2.0
T00007726,U00021,268.98,268.98,USD,Shopping,Mall Store,"New York, USA",Bank Transfer,2024-02-01 08:05:30,0.0,,Shopping purchase at Mall Store,Thursday,8.0,2.0
T00014675,U00016,511.45,71.03,CNY,Emergency Fund,Emergency Savings,"Beijing, China",Bank Transfer,2024-02-01 09:47:48,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,9.0,2.0
T00014208,U00250,13.37,13.37,USD,Hobbies,Music Store,"New York, USA",Digital Wallet,2024-02-01 10:16:38,0.0,,Hobbies purchase at Music Store,Thursday,10.0,2.0
T00005940,U00226,81154063.23,315.93,IDR,Insurance,Auto Insurance,"Bandung, Indonesia",Bank Transfer,2024-02-01 10:58:29,1.0,high_amount,Insurance purchase at Auto Insurance,Thursday,10.0,2.0
T00009500,U00231,4334.62,602.03,CNY,Investment,Crypto Exchange,"Beijing, China",Credit Card,2024-02-01 11:37:50,0.0,,Investment purchase at Crypto Exchange,Thursday,11.0,2.0
T00010876,U00230,372.07,372.07,USD,Emergency Fund,Emergency Savings,"Los Angeles, USA",Credit Card,2024-02-01 12:03:13,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,12.0,2.0
T00000307,U00066,6786074.65,429.5,IDR,Healthcare,Health Clinic,"Jakarta, Indonesia",Credit Card,2024-02-01 12:04:40,0.0,,Healthcare purchase at Health Clinic,Thursday,12.0,2.0
T00013985,U00151,758.3,105.32,CNY,Hobbies,Music Store,"Guangzhou, China",Bank Transfer,2024-02-01 13:24:38,0.0,,Hobbies purchase at Music Store,Thursday,13.0,2.0
T00009827,U00168,191.94,191.94,USD,Emergency Fund,Emergency Savings,"Chicago, USA",Debit Card,2024-02-01 16:06:04,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,16.0,2.0
T00006110,U00038,2538788.72,160.68,IDR,Entertainment,Concert Hall,"Bandung, Indonesia",Digital Wallet,2024-02-01 16:47:24,0.0,,Entertainment purchase at Concert Hall,Thursday,16.0,2.0
T00004028,U00164,901.96,125.27,CNY,Utilities,Electric Co,"Beijing, China",Bank Transfer,2024-02-01 17:21:10,0.0,,Utilities purchase at Electric Co,Thursday,17.0,2.0
T00007845,U00087,2173325.25,137.55,IDR,Transportation,Public Transit,"Surabaya, Indonesia",Digital Wallet,2024-02-01 18:37:56,0.0,,Transportation purchase at Public Transit,Thursday,18.0,2.0
T00014741,U00124,223.77,223.77,USD,Healthcare,Pharmacy,"Chicago, USA",Digital Wallet,2024-02-01 18:38:34,0.0,,Healthcare purchase at Pharmacy,Thursday,18.0,2.0
T00006092,U00229,4849148.59,306.91,IDR,Insurance,Insurance Corp,"Bandung, Indonesia",Bank Transfer,2024-02-01 18:41:51,0.0,,Insurance purchase at Insurance Corp,Thursday,18.0,2.0
T00013839,U00133,3671978.89,232.4,IDR,Insurance,Insurance Corp,"Surabaya, Indonesia",Digital Wallet,2024-02-01 18:45:45,0.0,,Insurance purchase at Insurance Corp,Thursday,18.0,2.0
T00009528,U00249,129.71,129.71,USD,Shopping,Target,"New York, USA",Digital Wallet,2024-02-01 18:48:34,0.0,,Shopping purchase at Target,Thursday,18.0,2.0
T00010175,U00161,8249.64,1145.78,CNY,Rent,Property Management,"Beijing, China",Bank Transfer,2024-02-01 18:51:13,0.0,,Rent purchase at Property Management,Thursday,18.0,2.0
T00006880,U00234,212.93,212.93,USD,Emergency Fund,Emergency Savings,"Los Angeles, USA",Digital Wallet,2024-02-01 20:37:13,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,20.0,2.0
T00007125,U00181,2132509.13,134.97,IDR,Emergency Fund,Emergency Savings,"Jakarta, Indonesia",Bank Transfer,2024-02-01 20:58:18,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,20.0,2.0
T00009595,U00250,461.38,461.38,USD,Travel,Hotel,"Chicago, USA",Bank Transfer,2024-02-01 21:36:19,0.0,,Travel purchase at Hotel,Thursday,21.0,2.0
T00000355,U00037,340.05,340.05,USD,Insurance,Health Insurance,"Chicago, USA",Debit Card,2024-02-02 08:11:25,0.0,,Insurance purchase at Health Insurance,Friday,8.0,2.0
T00010294,U00200,100.0,93.66,USD,Utilities,Water Dept,"New York, USA",Digital Wallet,2024-02-02 08:32:43,1.0,round_amount,Utilities purchase at Water Dept,Friday,8.0,2.0
T00008148,U00105,1499886.25,94.93,IDR,Hobbies,Craft Shop,"Surabaya, Indonesia",Credit Card,2024-02-02 08:41:10,0.0,,Hobbies purchase at Craft Shop,Friday,8.0,2.0
T00014827,U00063,416.09,57.79,CNY,Transportation,Uber,"Beijing, China",Bank Transfer,2024-02-02 09:01:40,0.0,,Transportation purchase at Uber,Friday,9.0,2.0
T00000988,U00228,1314566.1,83.2,IDR,Transportation,Gas Station,"Jakarta, Indonesia",Bank Transfer,2024-02-02 09:39:05,0.0,,Transportation purchase at Gas Station,Friday,9.0,2.0
T00007197,U00056,400.0,59.6,CNY,Utilities,Gas Company,"Beijing, China",Credit Card,2024-02-02 09:39:26,1.0,round_amount,Utilities purchase at Gas Company,Friday,9.0,2.0
T00014614,U00141,1601375.29,101.35,IDR,Transportation,Parking,"Jakarta, Indonesia",Credit Card,2024-02-02 11:15:05,0.0,,Transportation purchase at Parking,Friday,11.0,2.0
T00014297,U00248,1960529.0,124.08,IDR,Hobbies,Music Store,"Bandung, Indonesia",Credit Card,2024-02-02 12:19:31,0.0,,Hobbies purchase at Music Store,Friday,12.0,2.0
T00007353,U00209,1842.86,255.95,CNY,Healthcare,Pharmacy,"Shanghai, China",Digital Wallet,2024-02-02 12:39:09,0.0,,Healthcare purchase at Pharmacy,Friday,12.0,2.0
T00014728,U00150,4880339.39,308.88,IDR,Insurance,Insurance Corp,"Jakarta, Indonesia",Digital Wallet,2024-02-02 13:21:31,0.0,,Insurance purchase at Insurance Corp,Friday,13.0,2.0
T00014817,U00199,1272.31,1272.31,USD,Rent,Landlord Payment,"Chicago, USA",Debit Card,2024-02-02 13:44:27,0.0,,Rent purchase at Landlord Payment,Friday,13.0,2.0
